Map_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Factor_Bank,Requirement_Set_ID,Calculation_Role,Application_Mode,Selection_Group_ID,Mapping_Status,Mapping_Lifecycle_Status,Mapping_Rationale,Version,Last_Reviewed,Source_Row
MAP-0179,INIT-0045,Deploy gas boiler additives,CTF-0045,CARD-0179,Timing Factors,CRS-0179,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0045,ACTIVE,ACTIVE,Catalog timing value-card slot for Deploy gas boiler additives.,1.0,2026-08-18,46
MAP-0180,INIT-0045,Deploy gas boiler additives,CEF-0045,CARD-0180,Efficiency Factors,CRS-0180,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0045,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Deploy gas boiler additives.,1.0,2026-08-18,46
MAP-0181,INIT-0046,Install air or ground source heat pumps,CCF-0046,CARD-0181,Cost Factors,CRS-0181,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0046,ACTIVE,ACTIVE,Catalog cost value-card slot for Install air or ground source heat pumps.,1.0,2026-08-18,47
MAP-0182,INIT-0046,Install air or ground source heat pumps,CPF-0046,CARD-0182,Carbon Factors,CRS-0182,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0046,ACTIVE,ACTIVE,Catalog carbon value-card slot for Install air or ground source heat pumps.,1.0,2026-08-18,47
MAP-0183,INIT-0046,Install air or ground source heat pumps,CTF-0046,CARD-0183,Timing Factors,CRS-0183,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0046,ACTIVE,ACTIVE,Catalog timing value-card slot for Install air or ground source heat pumps.,1.0,2026-08-18,47
MAP-0184,INIT-0046,Install air or ground source heat pumps,CEF-0046,CARD-0184,Efficiency Factors,CRS-0184,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0046,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Install air or ground source heat pumps.,1.0,2026-08-18,47
MAP-0185,INIT-0047,Utilise cellar cooling across estates,CCF-0047,CARD-0185,Cost Factors,CRS-0185,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0047,ACTIVE,ACTIVE,Catalog cost value-card slot for Utilise cellar cooling across estates.,1.0,2026-08-18,48
MAP-0186,INIT-0047,Utilise cellar cooling across estates,CPF-0047,CARD-0186,Carbon Factors,CRS-0186,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0047,ACTIVE,ACTIVE,Catalog carbon value-card slot for Utilise cellar cooling across estates.,1.0,2026-08-18,48
MAP-0187,INIT-0047,Utilise cellar cooling across estates,CTF-0047,CARD-0187,Timing Factors,CRS-0187,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0047,ACTIVE,ACTIVE,Catalog timing value-card slot for Utilise cellar cooling across estates.,1.0,2026-08-18,48
MAP-0188,INIT-0047,Utilise cellar cooling across estates,CEF-0047,CARD-0188,Efficiency Factors,CRS-0188,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0047,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Utilise cellar cooling across estates.,1.0,2026-08-18,48
MAP-0189,INIT-0048,Replace gas-fired heating and catering equipment with electric alternatives,CCF-0048,CARD-0189,Cost Factors,CRS-0189,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0048,ACTIVE,ACTIVE,Catalog cost value-card slot for Replace gas-fired heating and catering equipment with electric alternatives.,1.0,2026-08-18,49
MAP-0190,INIT-0048,Replace gas-fired heating and catering equipment with electric alternatives,CPF-0048,CARD-0190,Carbon Factors,CRS-0190,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0048,ACTIVE,ACTIVE,Catalog carbon value-card slot for Replace gas-fired heating and catering equipment with electric alternatives.,1.0,2026-08-18,49
MAP-0191,INIT-0048,Replace gas-fired heating and catering equipment with electric alternatives,CTF-0048,CARD-0191,Timing Factors,CRS-0191,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0048,ACTIVE,ACTIVE,Catalog timing value-card slot for Replace gas-fired heating and catering equipment with electric alternatives.,1.0,2026-08-18,49
MAP-0192,INIT-0048,Replace gas-fired heating and catering equipment with electric alternatives,CEF-0048,CARD-0192,Efficiency Factors,CRS-0192,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0048,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Replace gas-fired heating and catering equipment with electric alternatives.,1.0,2026-08-18,49
MAP-0193,INIT-0049,Invest in energy-efficiency and renewables infrastructure,CCF-0049,CARD-0193,Cost Factors,CRS-0193,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0049,ACTIVE,ACTIVE,Catalog cost value-card slot for Invest in energy-efficiency and renewables infrastructure.,1.0,2026-08-18,50
MAP-0194,INIT-0049,Invest in energy-efficiency and renewables infrastructure,CPF-0049,CARD-0194,Carbon Factors,CRS-0194,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0049,ACTIVE,ACTIVE,Catalog carbon value-card slot for Invest in energy-efficiency and renewables infrastructure.,1.0,2026-08-18,50
MAP-0195,INIT-0049,Invest in energy-efficiency and renewables infrastructure,CTF-0049,CARD-0195,Timing Factors,CRS-0195,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0049,ACTIVE,ACTIVE,Catalog timing value-card slot for Invest in energy-efficiency and renewables infrastructure.,1.0,2026-08-18,50
MAP-0196,INIT-0049,Invest in energy-efficiency and renewables infrastructure,CEF-0049,CARD-0196,Efficiency Factors,CRS-0196,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0049,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Invest in energy-efficiency and renewables infrastructure.,1.0,2026-08-18,50
MAP-0197,INIT-0050,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing)",CCF-0050,CARD-0197,Cost Factors,CRS-0197,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0050,ACTIVE,ACTIVE,"Catalog cost value-card slot for Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing).",1.0,2026-08-18,51
MAP-0198,INIT-0050,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing)",CPF-0050,CARD-0198,Carbon Factors,CRS-0198,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0050,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing).",1.0,2026-08-18,51
MAP-0199,INIT-0050,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing)",CTF-0050,CARD-0199,Timing Factors,CRS-0199,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0050,ACTIVE,ACTIVE,"Catalog timing value-card slot for Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing).",1.0,2026-08-18,51
MAP-0200,INIT-0050,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing)",CEF-0050,CARD-0200,Efficiency Factors,CRS-0200,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0050,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing).",1.0,2026-08-18,51
MAP-0201,INIT-0051,Install smart sub-metering and a building management system (BMS),CCF-0051,CARD-0201,Cost Factors,CRS-0201,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0051,ACTIVE,ACTIVE,Catalog cost value-card slot for Install smart sub-metering and a building management system (BMS).,1.0,2026-08-18,52
MAP-0202,INIT-0051,Install smart sub-metering and a building management system (BMS),CPF-0051,CARD-0202,Carbon Factors,CRS-0202,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0051,ACTIVE,ACTIVE,Catalog carbon value-card slot for Install smart sub-metering and a building management system (BMS).,1.0,2026-08-18,52
MAP-0203,INIT-0051,Install smart sub-metering and a building management system (BMS),CTF-0051,CARD-0203,Timing Factors,CRS-0203,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0051,ACTIVE,ACTIVE,Catalog timing value-card slot for Install smart sub-metering and a building management system (BMS).,1.0,2026-08-18,52
MAP-0204,INIT-0051,Install smart sub-metering and a building management system (BMS),CEF-0051,CARD-0204,Efficiency Factors,CRS-0204,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0051,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Install smart sub-metering and a building management system (BMS).,1.0,2026-08-18,52
MAP-0205,INIT-0052,Install on-site solar PV,CCF-0052,CARD-0205,Cost Factors,CRS-0205,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0052,ACTIVE,ACTIVE,Catalog cost value-card slot for Install on-site solar PV.,1.0,2026-08-18,53
MAP-0206,INIT-0052,Install on-site solar PV,CPF-0052,CARD-0206,Carbon Factors,CRS-0206,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0052,ACTIVE,ACTIVE,Catalog carbon value-card slot for Install on-site solar PV.,1.0,2026-08-18,53
MAP-0207,INIT-0052,Install on-site solar PV,CTF-0052,CARD-0207,Timing Factors,CRS-0207,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0052,ACTIVE,ACTIVE,Catalog timing value-card slot for Install on-site solar PV.,1.0,2026-08-18,53
MAP-0208,INIT-0052,Install on-site solar PV,CEF-0052,CARD-0208,Efficiency Factors,CRS-0208,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0052,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Install on-site solar PV.,1.0,2026-08-18,53
MAP-0209,INIT-0053,Install voltage optimisation equipment,CCF-0053,CARD-0209,Cost Factors,CRS-0209,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0053,ACTIVE,ACTIVE,Catalog cost value-card slot for Install voltage optimisation equipment.,1.0,2026-08-18,54
MAP-0210,INIT-0053,Install voltage optimisation equipment,CPF-0053,CARD-0210,Carbon Factors,CRS-0210,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0053,ACTIVE,ACTIVE,Catalog carbon value-card slot for Install voltage optimisation equipment.,1.0,2026-08-18,54
MAP-0211,INIT-0053,Install voltage optimisation equipment,CTF-0053,CARD-0211,Timing Factors,CRS-0211,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0053,ACTIVE,ACTIVE,Catalog timing value-card slot for Install voltage optimisation equipment.,1.0,2026-08-18,54
MAP-0212,INIT-0053,Install voltage optimisation equipment,CEF-0053,CARD-0212,Efficiency Factors,CRS-0212,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0053,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Install voltage optimisation equipment.,1.0,2026-08-18,54
MAP-0213,INIT-0054,Procure renewable electricity via PPAs or green tariffs,CCF-0054,CARD-0213,Cost Factors,CRS-0213,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0054,ACTIVE,ACTIVE,Catalog cost value-card slot for Procure renewable electricity via PPAs or green tariffs.,1.0,2026-08-18,55
MAP-0214,INIT-0054,Procure renewable electricity via PPAs or green tariffs,CPF-0054,CARD-0214,Carbon Factors,CRS-0214,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0054,ACTIVE,ACTIVE,Catalog carbon value-card slot for Procure renewable electricity via PPAs or green tariffs.,1.0,2026-08-18,55
MAP-0215,INIT-0054,Procure renewable electricity via PPAs or green tariffs,CTF-0054,CARD-0215,Timing Factors,CRS-0215,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0054,ACTIVE,ACTIVE,Catalog timing value-card slot for Procure renewable electricity via PPAs or green tariffs.,1.0,2026-08-18,55
MAP-0216,INIT-0054,Procure renewable electricity via PPAs or green tariffs,CEF-0054,CARD-0216,Efficiency Factors,CRS-0216,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0054,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Procure renewable electricity via PPAs or green tariffs.,1.0,2026-08-18,55
MAP-0217,INIT-0055,Enroll sites in demand-side response and flexibility schemes,CCF-0055,CARD-0217,Cost Factors,CRS-0217,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0055,ACTIVE,ACTIVE,Catalog cost value-card slot for Enroll sites in demand-side response and flexibility schemes.,1.0,2026-08-18,56
MAP-0218,INIT-0055,Enroll sites in demand-side response and flexibility schemes,CPF-0055,CARD-0218,Carbon Factors,CRS-0218,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0055,ACTIVE,ACTIVE,Catalog carbon value-card slot for Enroll sites in demand-side response and flexibility schemes.,1.0,2026-08-18,56
MAP-0219,INIT-0055,Enroll sites in demand-side response and flexibility schemes,CTF-0055,CARD-0219,Timing Factors,CRS-0219,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0055,ACTIVE,ACTIVE,Catalog timing value-card slot for Enroll sites in demand-side response and flexibility schemes.,1.0,2026-08-18,56
MAP-0220,INIT-0055,Enroll sites in demand-side response and flexibility schemes,CEF-0055,CARD-0220,Efficiency Factors,CRS-0220,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0055,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Enroll sites in demand-side response and flexibility schemes.,1.0,2026-08-18,56
MAP-0221,INIT-0056,Run staff energy-engagement programmes,CCF-0056,CARD-0221,Cost Factors,CRS-0221,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0056,ACTIVE,ACTIVE,Catalog cost value-card slot for Run staff energy-engagement programmes.,1.0,2026-08-18,57
MAP-0222,INIT-0056,Run staff energy-engagement programmes,CPF-0056,CARD-0222,Carbon Factors,CRS-0222,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0056,ACTIVE,ACTIVE,Catalog carbon value-card slot for Run staff energy-engagement programmes.,1.0,2026-08-18,57
MAP-0223,INIT-0056,Run staff energy-engagement programmes,CTF-0056,CARD-0223,Timing Factors,CRS-0223,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0056,ACTIVE,ACTIVE,Catalog timing value-card slot for Run staff energy-engagement programmes.,1.0,2026-08-18,57
MAP-0224,INIT-0056,Run staff energy-engagement programmes,CEF-0056,CARD-0224,Efficiency Factors,CRS-0224,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0056,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Run staff energy-engagement programmes.,1.0,2026-08-18,57
MAP-0225,INIT-0057,Optimise heating controls,CCF-0057,CARD-0225,Cost Factors,CRS-0225,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0057,ACTIVE,ACTIVE,Catalog cost value-card slot for Optimise heating controls.,1.0,2026-08-18,58
MAP-0226,INIT-0057,Optimise heating controls,CPF-0057,CARD-0226,Carbon Factors,CRS-0226,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0057,ACTIVE,ACTIVE,Catalog carbon value-card slot for Optimise heating controls.,1.0,2026-08-18,58
MAP-0227,INIT-0057,Optimise heating controls,CTF-0057,CARD-0227,Timing Factors,CRS-0227,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0057,ACTIVE,ACTIVE,Catalog timing value-card slot for Optimise heating controls.,1.0,2026-08-18,58
MAP-0228,INIT-0057,Optimise heating controls,CEF-0057,CARD-0228,Efficiency Factors,CRS-0228,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0057,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Optimise heating controls.,1.0,2026-08-18,58
MAP-0229,INIT-0058,Improve building EPC ratings to B or above,CCF-0058,CARD-0229,Cost Factors,CRS-0229,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0058,ACTIVE,ACTIVE,Catalog cost value-card slot for Improve building EPC ratings to B or above.,1.0,2026-08-18,59
MAP-0230,INIT-0058,Improve building EPC ratings to B or above,CPF-0058,CARD-0230,Carbon Factors,CRS-0230,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0058,ACTIVE,ACTIVE,Catalog carbon value-card slot for Improve building EPC ratings to B or above.,1.0,2026-08-18,59
MAP-0231,INIT-0058,Improve building EPC ratings to B or above,CTF-0058,CARD-0231,Timing Factors,CRS-0231,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0058,ACTIVE,ACTIVE,Catalog timing value-card slot for Improve building EPC ratings to B or above.,1.0,2026-08-18,59
MAP-0232,INIT-0058,Improve building EPC ratings to B or above,CEF-0058,CARD-0232,Efficiency Factors,CRS-0232,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0058,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Improve building EPC ratings to B or above.,1.0,2026-08-18,59
MAP-0233,INIT-0059,Connect sites to low-carbon heat networks or solar thermal,CCF-0059,CARD-0233,Cost Factors,CRS-0233,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0059,ACTIVE,ACTIVE,Catalog cost value-card slot for Connect sites to low-carbon heat networks or solar thermal.,1.0,2026-08-18,60
MAP-0234,INIT-0059,Connect sites to low-carbon heat networks or solar thermal,CPF-0059,CARD-0234,Carbon Factors,CRS-0234,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0059,ACTIVE,ACTIVE,Catalog carbon value-card slot for Connect sites to low-carbon heat networks or solar thermal.,1.0,2026-08-18,60
MAP-0235,INIT-0059,Connect sites to low-carbon heat networks or solar thermal,CTF-0059,CARD-0235,Timing Factors,CRS-0235,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0059,ACTIVE,ACTIVE,Catalog timing value-card slot for Connect sites to low-carbon heat networks or solar thermal.,1.0,2026-08-18,60
MAP-0236,INIT-0059,Connect sites to low-carbon heat networks or solar thermal,CEF-0059,CARD-0236,Efficiency Factors,CRS-0236,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0059,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Connect sites to low-carbon heat networks or solar thermal.,1.0,2026-08-18,60
MAP-0237,INIT-0060,Procure certified green gas or biomethane,CCF-0060,CARD-0237,Cost Factors,CRS-0237,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0060,ACTIVE,ACTIVE,Catalog cost value-card slot for Procure certified green gas or biomethane.,1.0,2026-08-18,61
MAP-0238,INIT-0060,Procure certified green gas or biomethane,CPF-0060,CARD-0238,Carbon Factors,CRS-0238,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0060,ACTIVE,ACTIVE,Catalog carbon value-card slot for Procure certified green gas or biomethane.,1.0,2026-08-18,61
MAP-0239,INIT-0060,Procure certified green gas or biomethane,CTF-0060,CARD-0239,Timing Factors,CRS-0239,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0060,ACTIVE,ACTIVE,Catalog timing value-card slot for Procure certified green gas or biomethane.,1.0,2026-08-18,61
MAP-0240,INIT-0060,Procure certified green gas or biomethane,CEF-0060,CARD-0240,Efficiency Factors,CRS-0240,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0060,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Procure certified green gas or biomethane.,1.0,2026-08-18,61
MAP-0241,INIT-0061,Certify sites to ISO 50001 energy management,CCF-0061,CARD-0241,Cost Factors,CRS-0241,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0061,ACTIVE,ACTIVE,Catalog cost value-card slot for Certify sites to ISO 50001 energy management.,1.0,2026-08-18,62
MAP-0242,INIT-0061,Certify sites to ISO 50001 energy management,CPF-0061,CARD-0242,Carbon Factors,CRS-0242,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0061,ACTIVE,ACTIVE,Catalog carbon value-card slot for Certify sites to ISO 50001 energy management.,1.0,2026-08-18,62
MAP-0243,INIT-0061,Certify sites to ISO 50001 energy management,CTF-0061,CARD-0243,Timing Factors,CRS-0243,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0061,ACTIVE,ACTIVE,Catalog timing value-card slot for Certify sites to ISO 50001 energy management.,1.0,2026-08-18,62
MAP-0244,INIT-0061,Certify sites to ISO 50001 energy management,CEF-0061,CARD-0244,Efficiency Factors,CRS-0244,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0061,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Certify sites to ISO 50001 energy management.,1.0,2026-08-18,62
MAP-0245,INIT-0062,Install power factor correction,CCF-0062,CARD-0245,Cost Factors,CRS-0245,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0062,ACTIVE,ACTIVE,Catalog cost value-card slot for Install power factor correction.,1.0,2026-08-18,63
MAP-0246,INIT-0062,Install power factor correction,CPF-0062,CARD-0246,Carbon Factors,CRS-0246,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0062,ACTIVE,ACTIVE,Catalog carbon value-card slot for Install power factor correction.,1.0,2026-08-18,63
MAP-0247,INIT-0062,Install power factor correction,CTF-0062,CARD-0247,Timing Factors,CRS-0247,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0062,ACTIVE,ACTIVE,Catalog timing value-card slot for Install power factor correction.,1.0,2026-08-18,63
MAP-0248,INIT-0062,Install power factor correction,CEF-0062,CARD-0248,Efficiency Factors,CRS-0248,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0062,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Install power factor correction.,1.0,2026-08-18,63
MAP-0249,INIT-0063,Build to BREEAM 'Very Good' or above,CCF-0063,CARD-0249,Cost Factors,CRS-0249,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0063,ACTIVE,ACTIVE,Catalog cost value-card slot for Build to BREEAM 'Very Good' or above.,1.0,2026-08-18,64
MAP-0250,INIT-0063,Build to BREEAM 'Very Good' or above,CPF-0063,CARD-0250,Carbon Factors,CRS-0250,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0063,ACTIVE,ACTIVE,Catalog carbon value-card slot for Build to BREEAM 'Very Good' or above.,1.0,2026-08-18,64
MAP-0251,INIT-0063,Build to BREEAM 'Very Good' or above,CTF-0063,CARD-0251,Timing Factors,CRS-0251,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0063,ACTIVE,ACTIVE,Catalog timing value-card slot for Build to BREEAM 'Very Good' or above.,1.0,2026-08-18,64
MAP-0252,INIT-0063,Build to BREEAM 'Very Good' or above,CEF-0063,CARD-0252,Efficiency Factors,CRS-0252,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0063,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Build to BREEAM 'Very Good' or above.,1.0,2026-08-18,64
MAP-0253,INIT-0064,Allocate responsibility at Board level,CCF-0064,CARD-0253,Cost Factors,CRS-0253,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0064,ACTIVE,ACTIVE,Catalog cost value-card slot for Allocate responsibility at Board level.,1.0,2026-08-18,65
MAP-0254,INIT-0064,Allocate responsibility at Board level,CPF-0064,CARD-0254,Carbon Factors,CRS-0254,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0064,ACTIVE,ACTIVE,Catalog carbon value-card slot for Allocate responsibility at Board level.,1.0,2026-08-18,65
MAP-0255,INIT-0064,Allocate responsibility at Board level,CTF-0064,CARD-0255,Timing Factors,CRS-0255,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0064,ACTIVE,ACTIVE,Catalog timing value-card slot for Allocate responsibility at Board level.,1.0,2026-08-18,65
MAP-0256,INIT-0064,Allocate responsibility at Board level,CEF-0064,CARD-0256,Efficiency Factors,CRS-0256,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0064,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Allocate responsibility at Board level.,1.0,2026-08-18,65
MAP-0257,INIT-0065,Appoint a sustainability lead or assign executive responsibility for sustainability,CCF-0065,CARD-0257,Cost Factors,CRS-0257,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0065,ACTIVE,ACTIVE,Catalog cost value-card slot for Appoint a sustainability lead or assign executive responsibility for sustainability.,1.0,2026-08-18,66
MAP-0258,INIT-0065,Appoint a sustainability lead or assign executive responsibility for sustainability,CPF-0065,CARD-0258,Carbon Factors,CRS-0258,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0065,ACTIVE,ACTIVE,Catalog carbon value-card slot for Appoint a sustainability lead or assign executive responsibility for sustainability.,1.0,2026-08-18,66
MAP-0259,INIT-0065,Appoint a sustainability lead or assign executive responsibility for sustainability,CTF-0065,CARD-0259,Timing Factors,CRS-0259,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0065,ACTIVE,ACTIVE,Catalog timing value-card slot for Appoint a sustainability lead or assign executive responsibility for sustainability.,1.0,2026-08-18,66
MAP-0260,INIT-0065,Appoint a sustainability lead or assign executive responsibility for sustainability,CEF-0065,CARD-0260,Efficiency Factors,CRS-0260,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0065,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Appoint a sustainability lead or assign executive responsibility for sustainability.,1.0,2026-08-18,66
MAP-0261,INIT-0066,Establish a Sustainability Committee,CCF-0066,CARD-0261,Cost Factors,CRS-0261,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0066,ACTIVE,ACTIVE,Catalog cost value-card slot for Establish a Sustainability Committee.,1.0,2026-08-18,67
MAP-0262,INIT-0066,Establish a Sustainability Committee,CPF-0066,CARD-0262,Carbon Factors,CRS-0262,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0066,ACTIVE,ACTIVE,Catalog carbon value-card slot for Establish a Sustainability Committee.,1.0,2026-08-18,67
MAP-0263,INIT-0066,Establish a Sustainability Committee,CTF-0066,CARD-0263,Timing Factors,CRS-0263,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0066,ACTIVE,ACTIVE,Catalog timing value-card slot for Establish a Sustainability Committee.,1.0,2026-08-18,67
MAP-0264,INIT-0066,Establish a Sustainability Committee,CEF-0066,CARD-0264,Efficiency Factors,CRS-0264,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0066,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Establish a Sustainability Committee.,1.0,2026-08-18,67
MAP-0265,INIT-0067,Link executive remuneration to sustainability and climate performance,CCF-0067,CARD-0265,Cost Factors,CRS-0265,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0067,ACTIVE,ACTIVE,Catalog cost value-card slot for Link executive remuneration to sustainability and climate performance.,1.0,2026-08-18,68
MAP-0266,INIT-0067,Link executive remuneration to sustainability and climate performance,CPF-0067,CARD-0266,Carbon Factors,CRS-0266,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0067,ACTIVE,ACTIVE,Catalog carbon value-card slot for Link executive remuneration to sustainability and climate performance.,1.0,2026-08-18,68
MAP-0267,INIT-0067,Link executive remuneration to sustainability and climate performance,CTF-0067,CARD-0267,Timing Factors,CRS-0267,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0067,ACTIVE,ACTIVE,Catalog timing value-card slot for Link executive remuneration to sustainability and climate performance.,1.0,2026-08-18,68
MAP-0268,INIT-0067,Link executive remuneration to sustainability and climate performance,CEF-0067,CARD-0268,Efficiency Factors,CRS-0268,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0067,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Link executive remuneration to sustainability and climate performance.,1.0,2026-08-18,68
MAP-0269,INIT-0068,Engage your shareholders around climate risks and opportunities,CCF-0068,CARD-0269,Cost Factors,CRS-0269,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0068,ACTIVE,ACTIVE,Catalog cost value-card slot for Engage your shareholders around climate risks and opportunities.,1.0,2026-08-18,69
MAP-0270,INIT-0068,Engage your shareholders around climate risks and opportunities,CPF-0068,CARD-0270,Carbon Factors,CRS-0270,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0068,ACTIVE,ACTIVE,Catalog carbon value-card slot for Engage your shareholders around climate risks and opportunities.,1.0,2026-08-18,69
MAP-0271,INIT-0068,Engage your shareholders around climate risks and opportunities,CTF-0068,CARD-0271,Timing Factors,CRS-0271,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0068,ACTIVE,ACTIVE,Catalog timing value-card slot for Engage your shareholders around climate risks and opportunities.,1.0,2026-08-18,69
